99.963760,0.905685,0.969571
99.975204,0.944568,0.982699
99.958801,0.970556,0.916581
99.962616,0.976959,0.915767
99.994278,0.975904,0.936416
99.991226,0.972973,0.927039
99.955750,0.870229,0.979943
99.882126,0.838256,0.754430
99.961853,0.884660,1.000000
99.952698,0.859268,0.998670
99.971771,0.978261,0.919619
99.972534,0.988673,0.903846
99.981308,0.964029,0.948673
99.985123,0.948509,0.945946
99.984360,0.957143,0.862661
99.979401,0.981429,0.943681
99.946976,0.995434,0.827848
99.979782,0.904762,0.989154
99.965668,0.856459,1.000000
99.964142,0.858434,1.000000
99.981308,0.926063,0.982353
99.988556,0.971429,0.944444
99.977112,1.000000,0.726027
99.989319,0.986047,0.894515
99.992752,0.991489,0.932000
99.988174,1.000000,0.886447
99.987793,1.000000,0.884477
99.992371,0.995951,0.928302
99.977493,1.000000,0.775665
99.983978,1.000000,0.840304
99.951935,0.998696,0.859708
99.955368,1.000000,0.872410
99.987793,0.780822,1.000000
99.986267,0.776398,1.000000
99.990463,0.833333,1.000000
99.995041,0.939394,0.930000
99.988556,0.970833,0.910156
99.970245,0.875248,0.967177
99.981308,0.927835,0.987203
99.990082,0.976351,0.979661
99.987411,0.978896,0.967897
99.974823,0.910217,0.986577
99.987411,0.996146,0.943431
99.963760,0.958730,0.786458
99.989319,0.864516,0.950355
99.988174,0.898551,0.879433
99.983215,0.863014,0.984375
99.985123,0.846154,0.995238
99.951553,0.921371,0.838532
99.980545,0.966374,0.959361
99.984360,0.956815,0.987465
99.975967,0.956399,0.955056
99.969101,0.918440,0.936709
99.970627,0.897025,0.924528
99.946213,0.826701,0.990769
99.965668,0.928000,0.950820
99.963760,0.926273,0.945280
99.925613,0.855987,0.833071
99.995422,0.929204,0.963303
99.991226,0.986207,0.871951
99.989319,0.936709,0.891566
99.992371,0.961089,0.961089
99.980927,0.850694,0.972222
99.994278,0.963235,0.981273
99.982452,0.997245,0.889435
99.986267,0.994885,0.919622
99.991989,0.938596,1.000000
99.990463,0.993846,0.933526
99.966049,0.952941,0.854430
99.980545,0.905923,0.915493
99.985123,0.967033,0.897959
99.990845,0.967442,0.924444
99.990845,0.932203,0.932203
99.995422,0.962963,0.992366
